frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
32,436.877,4,0,1.324,2.90808,0,0,0,4.23208,180,180,0,1,2.03487,2.03487,918,340,1,512,0,0,0,0,0,1331,1561.67,1.16787,43.9866,178549,28,37113,198,497297,112,148452,792,32,4,309560,613488,9905920,2453952,12359872,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
33,441.229,5,0,1.47767,2.76383,0,0,0,4.2415,181,180,0,1,2.03487,2.03487,918,339,0,514,0,0,0,0,0,1333,1563.68,0.988708,43.9866,179050,28,37113,198,498681,112,148452,792,32,4,311426,617490,9965632,2469960,12435592,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
34,446.105,5,0,2.30329,2.51267,0,0,0,4.81596,181,181,0,1,2.03487,2.03487,923,344,0,514,0,0,0,0,0,1333,1563.68,0.988708,43.9866,179050,28,37113,198,498681,112,148452,792,32,4,311426,617490,9965632,2469960,12435592,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,1
35,450.885,4,0,1.50346,3.21113,0,0,0,4.71458,181,181,0,1,2.03487,2.03487,923,340,1,516,0,0,0,0,0,1336,1566.42,1.07829,43.9866,179511,28,37369,198,499913,112,149476,792,32,4,313396,621174,10028672,2484696,12513368,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
36,455.494,5,0,1.72842,2.8005,0,0,0,4.52892,182,181,0,1,2.03487,2.03487,923,339,0,519,0,0,0,0,0,1338,1568.96,1.01887,43.9866,179946,28,37369,198,501101,112,149476,792,32,4,314870,624402,10075840,2497608,12573448,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
37,461.192,6,0,3.06629,2.56487,0,0,0,5.63117,182,182,0,1,2.03487,2.03487,928,344,0,519,0,0,0,0,0,1338,1568.96,1.01887,43.9866,179946,28,37369,198,501101,112,149476,792,32,4,314870,624402,10075840,2497608,12573448,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
38,464.866,3,0,1.21429,2.40158,0,0,0,3.61587,182,182,0,1,2.03487,2.03487,928,340,1,521,0,0,0,0,0,1341,1571.66,1.07717,43.9866,180550,28,37625,198,502819,112,150500,792,32,4,316683,627606,10133856,2510424,12644280,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
39,474.323,10,0,6.53221,2.86042,0,0,0,9.39263,183,183,0,1,2.03487,2.03487,933,344,0,524,0,0,0,0,0,1343,1573.64,0.986416,43.9866,180556,28,37625,198,502837,112,150500,792,32,4,317630,629598,10164160,2518392,12682552,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
40,478.308,4,0,1.46142,2.43608,0,0,0,3.8975,183,183,0,1,2.03487,2.03487,933,341,0,526,0,0,0,0,0,1345,1575.31,1.23621,43.9866,180809,28,37881,198,503539,112,151524,792,32,4,319356,632652,10219392,2530608,12750000,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
41,482.599,4,0,1.61667,2.62233,0,0,0,4.239,184,183,0,1,2.03487,2.03487,933,339,0,529,0,0,0,0,0,1348,1578.54,0.973916,43.9866,181261,28,37881,198,504783,112,151524,792,32,4,320600,635364,10259200,2541456,12800656,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
42,488.462,6,0,2.93221,2.86212,0,0,0,5.79433,184,184,0,1,2.03487,2.03487,938,344,0,529,0,0,0,0,0,1348,1578.54,0.973916,43.9866,181261,28,37881,198,504783,112,151524,792,32,4,320600,635364,10259200,2541456,12800656,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
