frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
45,649.657,5,0,2.14854,2.86638,0,0,0,5.01492,170,170,0,1,2.03342,2.03342,866,343,1,464,0,0,0,0,0,1210,1519.02,1.07496,7.92975,160369,16,35533,132,446686,64,142132,528,32,4,284142,561126,9092544,2244504,11337048,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
46,662.638,13,0,9.66746,3.24042,0,0,0,12.9079,171,171,0,1,2.03342,2.03342,871,345,2,465,0,0,0,0,0,1212,1521.53,1.60512,7.92975,160702,16,35789,132,447620,64,143156,528,32,4,284252,561396,9096064,2245584,11341648,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
47,667.422,5,0,1.81171,2.88358,0,0,0,4.69529,171,171,0,1,2.03342,2.03342,871,343,0,469,0,0,0,0,0,1214,1524.51,1.82012,7.92975,161539,16,35789,132,450008,64,143156,528,32,4,288598,569952,9235136,2279808,11514944,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
48,679.927,13,0,9.49025,2.9355,0,0,0,12.4258,172,172,0,1,2.03342,2.03342,876,345,2,470,0,0,0,0,0,1217,1527.47,1.18892,7.92975,161856,16,36045,132,450901,64,144180,528,32,4,289150,571110,9252800,2284440,11537240,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
49,685.123,5,0,1.73383,3.3745,0,0,0,5.10833,173,172,0,1,2.03342,2.03342,876,343,0,474,0,0,0,0,0,1220,1530.85,0.940584,7.92975,162437,16,36045,132,452518,64,144180,528,32,4,292132,576876,9348224,2307504,11655728,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
50,694.349,9,0,4.16946,4.97854,0,0,0,9.148,173,173,0,1,2.03342,2.03342,881,348,0,474,0,0,0,0,0,1220,1530.85,0.940584,7.92975,162437,16,36045,132,452518,64,144180,528,32,4,292132,576876,9348224,2307504,11655728,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,1
51,701.542,7,0,4.04479,3.05604,0,0,0,7.10083,173,173,0,1,2.03342,2.03342,881,343,2,476,0,0,0,0,0,1224,1536.1,1.05871,7.92975,163254,16,36301,132,454784,64,145204,528,32,4,293556,579312,9393792,2317248,11711040,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
52,713.503,12,0,8.84046,3.0415,0,0,0,11.882,174,174,0,1,2.03342,2.03342,886,348,0,478,0,0,0,0,0,1225,1537.1,0.9985,7.92975,163254,16,36301,132,454784,64,145204,528,32,4,295422,583314,9453504,2333256,11786760,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
53,719.931,7,0,2.97812,3.37358,0,0,0,6.35171,174,174,0,1,2.03342,2.03342,886,344,2,479,0,0,0,0,0,1228,1540.29,1.14813,7.92975,163715,16,36557,132,456016,64,146228,528,32,4,296446,584850,9486272,2339400,11825672,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
54,731.832,11,0,8.83837,2.983,0,0,0,11.8214,175,175,0,1,2.03342,2.03342,891,348,1,482,0,0,0,0,0,1230,1543.88,1.88054,7.92975,164150,16,36557,132,457204,64,146228,528,32,4,298846,590178,9563072,2360712,11923784,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
